creative,uid,f_picture,f_dist,o_picture,o_dist
USSEN/AK SULLIVAN ROOTS,9xgc2GHRQFY,1,0.3604312696289413,0,0.6486883451917042
USSEN/AK SULLIVAN RUNNING,tqrIHISHyUE,1,0.3974443899257934,0,0.740742154064894
USSEN/AK SULLIVAN SEE THINGS DIFFERENTLY,pRRaiV06YUA,1,0.36325944981373715,1,0.37047461013564215
USSEN/AK SULLIVAN STAND UP TO OBAMA,2T7qWr9eZ9w,1,0.3605829304881257,0,0.6169362920511648
USSEN/AK SULLIVAN STEELFAB,60pD5YEEyN4,1,0.37196262384140727,1,0.3301993120182422
USSEN/AK SULLIVAN&NRSC JULIE,xLugQ-sThnE,1,0.47505524399919646,0,0.6572189842847628
USSEN/AR COTTON BALLOT,R8OqBBi9nzY,1,0.34503125816702684,0,0.8491343650943199
USSEN/AR COTTON DECISIONS,wuJKO_fa5V8,1,0.3732421968591919,0,0.8533834957992915
USSEN/AR COTTON DEEP ROOTS,_x2-lV7vA_8,1,0.3813026221618486,0,0.6976415473539674
USSEN/AR COTTON FAMILY FARM,q47stRkYoO8,1,0.3232105365634451,0,0.7115324478734576
USSEN/AR COTTON HEAD ON,WD-o138RG9k,1,0.3374236294614208,0,0.6256073840413572
USSEN/AR COTTON LEAP OF FAITH 60,tgP-05BxfrU,1,0.49162214078655947,1,0.3654962304715886
USSEN/AR COTTON PRYOR ON TV,RbsJoRiwZaA,1,0.406651253680105,1,0.47038323867924897
USSEN/AR COTTON RECOVERY,xKqIyk8E94A,0,0.5354506323890357,0,0.740526447641598
USSEN/AR COTTON RETIRE PRYOR,K1l4jgRDvco,1,0.3531982781003175,1,0.5094289292345803
USSEN/AR COTTON SGT NORTON,PB-y5RdFCik,1,0.33235951804146313,0,0.6388850503182385
USSEN/AR COTTON STILL DOESN'T GET IT,M3EyrCLXGkg,1,0.2946530885069719,1,0.45635466472921343
USSEN/AR COTTON TOE THE LINE,u467mtj3mBk,1,0.37494094847992476,1,0.43203658738417644
USSEN/AR COTTON&NRSC INDOOR PLUMBING,D5GQn0feKxg,1,0.3433425339138907,0,0.6932723163967831
USSEN/AR COTTON&NRSC SERVE,xZXUZXwg6BE,1,0.32942721717155327,0,0.6731718100470627
USSEN/AR PRYOR AGRICULTURAL DUST,fVB9VOQLhUY,1,0.37598125255510567,0,0.7821545235060076
USSEN/AR PRYOR AMERICAN JOBS,C6OYWChbZW0,1,0.360098116343442,0,0.7050658528450249
USSEN/AR PRYOR BLESSING,ONk6qXfpHNU,1,0.3658776013749771,0,0.7033366869689631
USSEN/AR PRYOR COURTNEY,43OwZnK1ddQ,0,0.8715362749353024,0,0.8085915448852639
USSEN/AR PRYOR DIAGNOSED,W1-n2g2e0BA,1,0.4568558848382126,0,0.6354658406083388
USSEN/AR PRYOR END,cZDgMvpBmW4,1,0.4823296428668373,0,0.758692505865345
USSEN/AR PRYOR FORDYCE,HIJ0lHf4CLg,0,0.5944463777599228,0,0.682782367149048
USSEN/AR PRYOR LINDA,MiskpgUMfT0,0,0.7433507645753067,0,0.6430218559984296
USSEN/AR PRYOR LISTEN TO PEOPLE,lSCMlTp5byg,1,0.3306535645603683,0,0.6643041263878691
USSEN/AR PRYOR OLD BOOT,wMGK3Rsuc3Q,1,0.3528028998336709,0,0.7124081135982638
USSEN/AR PRYOR OUTBREAK,K-DwHaEwXfY,1,0.46287368567012765,1,0.3699134896102561
USSEN/AR PRYOR RECORD,7_pDvk-b8nY,1,0.44815636297741407,0,0.5256621992700099
USSEN/AR PRYOR RESPONSIBLE,695VXm8knsQ,1,0.3138962073762594,0,0.8066921074065684
USSEN/AR PRYOR RETURNING THE FAVOR,C23xnuKsLAY,1,0.39975095345000966,1,0.4367415423708681
USSEN/AR PRYOR WHAT I BELIEVE,dpGPymn9fsI,1,0.4257666321692202,1,0.43465411452898534
USSEN/AR PRYOR&ARDP GENERAL WES CLARK,NDoaN7pHDhs,1,0.4730521474738879,0,0.6639519581101675
USSEN/AR PRYOR&ARDP MEDICARE PROTECTION ACT,HxVSbIdzcjw,1,0.3564989561789907,0,0.7033105880932483
USSEN/AR PRYOR&ARDP ONLY ONE DISASTER RELIEF,JehxaVGSILQ,1,0.4563270856887775,1,0.48758171395650557
USSEN/AR PRYOR&ARDP PARTISAN GAMES,V_n-wl9wwt0,1,0.35309554680488686,0,0.7983290475803574
USSEN/AZ CARMONA ANSWERED THE CALL,6sRIJWgSlSA,1,0.4521846340850567,1,0.35837035651116156
USSEN/AZ CARMONA BOTH GOT IT WRONG,q4RMaBiDefo,1,0.32133904112666106,0,0.6457825163603118
USSEN/AZ CARMONA MCCAIN & KYL TESTIMONIALS,IE8WWcs3QG0,1,0.4273790530927465,0,0.6901357415693351
USSEN/AZ CARMONA PROBLEM SOLVING,KNJ3dewVOMk,1,0.5010214803121765,0,0.5851423581769094
USSEN/AZ CARMONA PUT ASIDE POLITICS,i88nHL2Vt2o,1,0.3779745872356879,1,0.36827530363820776
USSEN/AZ CARMONA STRAIGHT TALKER,nARH9wSx8Oo,1,0.3458808213189666,0,0.622347449454347
USSEN/AZ DSCC&CARMONA KATHLEEN BRENNAN,jwbve7xcvF8,1,0.4765907009286681,1,0.35191502596091284
USSEN/AZ FLAKE IT'S A CHOICE,Y3rRJTyeEVs,1,0.25943693321372846,0,0.5619879507663202
USSEN/AZ FLAKE LIBERAL BIG GOVERNMENT AGENDA,ZCXbJw6O_X4,1,0.3325093354482611,0,0.6933343754582775
USSEN/AZ FLAKE MCCAIN & KYL ENDORSEMENT,k16Ky6soFuo,1,0.3715785272302489,0,0.5803444969765276
USSEN/AZ FLAKE OBAMA'S MAN IN ARIZONA,Wau6Z_SKzI8,1,0.27919278145255144,0,0.565293085133943
USSEN/AZ NRSC&FLAKE APRIL WHITE,ZXQ7XBAD08o,1,0.40073955598262406,0,0.6701489114945727
USSEN/AZ NRSC&FLAKE TURNING POINT,Yz7u61zD384,1,0.30325955012232847,0,0.6819950561204114
USSEN/CA FEINSTEIN ALL OVER CALIFORNIA,L2vdPz5VrG4,1,0.30342999988867,0,0.7267292538633932
USSEN/CO GARDNER ABSENT,6VCGgjdbxFI,1,0.33003847496738664,1,0.4843307030385505
USSEN/CO GARDNER BETTER COURSE,BuETJw-tHUw,1,0.37696317711711,0,0.6431245203687558
USSEN/CO GARDNER BIG CITY,7GgKlYryEIY,1,0.3039455065535652,0,0.6863648823980313
USSEN/CO GARDNER BIG SHOES,RH81PBdnv1c,1,0.283544575754867,0,0.6675159425673718
USSEN/CO GARDNER ENDORSEMENTS,_83itMH7la0,1,0.37927642886865615,1,0.36146003914345415
USSEN/CO GARDNER FIX IT,B5FqULnVEWI,1,0.2550555938698086,0,0.7495030065909944
USSEN/CO GARDNER FOR YOU,IdStz3wFObQ,1,0.35612034510172574,0,0.671089405026151
USSEN/CO GARDNER MAILBOX,kqfar9h-_Hs,1,0.368472043185466,0,0.7297800177459565
USSEN/CO GARDNER NICE GUY,CdLNIGv50WQ,1,0.31359509275152814,0,0.7926940182883435
USSEN/CO GARDNER RIGHT HERE,9qvjS6I5iDE,1,0.3149702305102303,0,0.6506210499888775
USSEN/CO GARDNER ROSIE,Pz8WYAGCE2o,1,0.30721809593332716,0,0.6733872732131667
USSEN/CO GARDNER&NRSC HOW OFTEN,TziO7ZniOxI,1,0.3654916322700032,1,0.3448998051054999
USSEN/CO GARDNER&NRSC NEXT GENERATION ENERGY,NPKzyophmNw,1,0.3338927029494931,0,0.770022040302901
USSEN/CO UDALL ALREADY,UrGcd8M6ec0,0,0.6001898787668657,0,0.6606545281189758
USSEN/CO UDALL BACKWARDS,26sbLmONB2Y,0,0.611043667866398,1,0.38379822891823556
USSEN/CO UDALL COLORADO,h8BCgJyOxkQ,1,0.3557635215901417,0,0.635786990347489
USSEN/CO UDALL DENIALS,XYWBSdFt9RQ,0,0.6056830607608451,1,0.3964031849361755
USSEN/CO UDALL DIRECTLY FROM ME,m_V4POLXJV8,1,0.38971132852801654,1,0.3839854580019434
USSEN/CO UDALL FLASH FLOODING,5hbUmeOWWkU,0,0.6502658421818357,0,0.6584151736424693
USSEN/CO UDALL FREEDOM,ioHbADdXpKQ,1,0.3547087851658164,0,0.632971450003329
USSEN/CO UDALL HISTORY,Uw9TjLdpew0,0,0.6943522480564358,1,0.42758270471160115
USSEN/CO UDALL IN HERE,NLcfTIrzX2M,1,0.3474476277751163,0,0.6153797933350081
USSEN/CO UDALL RECORD,EooSyESO7sw,1,0.3799568077785211,1,0.33753818678831543
USSEN/CO UDALL RESPECT,RtVdT5xPUy0,1,0.40522952154037895,1,0.4419803567998899
USSEN/CO UDALL SUCCEED,oh71wLfUOwk,1,0.3488627800129764,0,0.6288217516836656
USSEN/CO UDALL TRUE,vnKGBlE8qQU,1,0.32385192411659164,0,0.6430459063047392
USSEN/CO UDALL&DSCC CALENDAR,kVeVTMFGK7k,1,0.3722744936258884,0,0.7887004203279666
USSEN/CO UDALL&DSCC CHAMPION,EdPo6Qli_ZY,1,0.38529738505280575,0,0.6632132309132034
USSEN/CO UDALL&DSCC JOB,dOsnxstP25w,1,0.34586506581198945,1,0.4085113809872641
USSEN/CT MCMAHON CAN'T BE BOUGHT,bsRq0h-qgto,1,0.3863263465208618,0,0.6722644572608623
USSEN/CT MCMAHON CAROLYN NAH,wDRSEDqh5to,1,0.34189710296251563,0,0.6149544552091721
USSEN/CT MCMAHON CONNECTS WITH THE PEOPLE,qKvspCN3ntw,1,0.3623809095758498,0,0.5949290073125177
USSEN/CT MCMAHON GOTTEN US IN A MESS,dAFymoNZHDM,1,0.3349812663770785,0,0.7289115673394819
USSEN/CT MCMAHON JOBLESS RATE REV 2,upefBfpM2hE,1,0.4006029908037435,0,0.591845487986987
USSEN/CT MCMAHON OBAMA SUPPORTERS,2-d5g0pwJws,1,0.40330117112464253,0,0.7429225129699302
USSEN/CT MCMAHON REPRODUCTIVE RIGHTS,0WbiMlf5JrI,1,0.31868431956922016,0,0.621878591310178
USSEN/CT MURPHY BLUMENTHAL ENDORSEMENT,In7hpJmaY3k,1,0.380355201360482,0,0.6524168806687782
USSEN/CT MURPHY CREATE THEIR OWN RULES,J_M69gmydec,1,0.40505338096512505,1,0.4352833067460329
USSEN/CT MURPHY DEMEANED WOMEN,YqzS7VeI_zI,0,0.5318790156604752,0,0.6350627343225411
USSEN/CT MURPHY DO AND SAY ANYTHING,HShhJZ0nyW4,1,0.4812673243451269,0,0.6982249949857061
USSEN/CT MURPHY IMAGE ISN' T REAL,kMSnjonDMSw,0,0.5134303996037783,1,0.40946800488617546
USSEN/CT MURPHY JOBS RECORD,qYsQ118aWsE,1,0.47867786614249547,0,0.652674278337841
USSEN/CT MURPHY MCMAHON HAD A PLAN,ETz8vpDIwcU,0,0.5979184924894487,1,0.4526563660666511
USSEN/CT MURPHY NEWSPAPER ENDORSEMENTS,il2OUiw0B98,1,0.4793892708261321,1,0.4502938446935863
USSEN/CT MURPHY OBAMA ENDORSEMENT,rNL7_WTBui0,1,0.46911588740917975,0,0.6540971676202019
USSEN/CT MURPHY ROOTED IN THE MIDDLE CLASS,01-9hCQenQw,1,0.4086425301922499,0,0.6463818005000429
USSEN/DE CARPER PAID OFF,RhOISWq-7Ss,1,0.3568679904313478,0,0.5584534744403026
USSEN/DE COONS AMERICAN MANUFACTURING,l3IqdkCq9Hg,1,0.30618286372290754,0,0.5558489586445592
USSEN/DE COONS GET ALONG,lOfpxnMjjfA,1,0.29425545597686165,0,0.5745281714302428
USSEN/FL DSCC&NELSON MIDDLE CLASS,XBpdMudXSSs,1,0.471008096876826,0,0.6050154764236686
USSEN/FL DSCC&NELSON OUT OF STATE BILLIONAIRES REV,91dtaCfcYOo,0,0.5594745621826495,1,0.4343055542938146
USSEN/FL NELSON IN NO WAY QUALIFIED,Za8YcX5RLZA,0,0.5789958521695989,0,0.6033863405326007
USSEN/FL NELSON PERSPECTIVE,9JmNMccRgbg,1,0.4725206199275161,0,0.6334707253576305
USSEN/FL NELSON&DSCC MEET CONNIE MACK IV,Hs2LGKdDPf4,1,0.47000003650092037,1,0.38084995174570074
USSEN/GA NUNN BIASED,7BNzoQWdNS8,1,0.3105388818489054,0,0.6773786653749909
USSEN/GA NUNN BRIDGE,jNjOLQX2A3o,1,0.4729997795535164,0,0.6101073025199198
USSEN/GA NUNN DISCOVERY PROGRAM,tTY6JfCh3OI,1,0.3815921478519044,0,0.7277490261473931
USSEN/GA NUNN HAVE YOU SEEN THIS PICTURE,SB11dMrnY-U,1,0.3772468154144002,0,0.6670853820456746
USSEN/GA NUNN JACKPOT,pwLOyhdLFTw,1,0.38958020604765276,0,0.7505413228764837
USSEN/GA NUNN MY WHOLE CAREER,fssW7TnYAwE,1,0.315145438251482,0,0.683799931838986
USSEN/GA NUNN PROUD OF IT,UKYdU-owVQw,1,0.3827366809172734,1,0.4741498921129904
USSEN/GA NUNN REAL,bTREGpKHHKQ,1,0.3911719105230469,1,0.3384510813011693
USSEN/GA NUNN WHEN I HEAR,NukrwDfkZ4Y,1,0.3291628822646758,1,0.34595476603397113
USSEN/GA NUNN&GAFEC DECENCY,bG7XMfWTeFw,1,0.37042097884708486,1,0.37597253494777055
USSEN/GA NUNN&GAFEC DO RIGHT,jICNm2S9AOg,0,0.6793661804076054,1,0.47817892943038826
USSEN/GA NUNN&GAFEC MOST OF MY CAREER,5tF0y17qN1U,1,0.48645339909718277,1,0.35822913180603383
USSEN/GA NUNN&GAFEC PILLOWTEX 60,eHhbrOjZSgo,1,0.4168091676976795,0,0.6757960657580374
USSEN/GA PERDUE CLEAR CHOICE,uGbu6mH2AaE,1,0.363237791547969,1,0.33248105037942
USSEN/GA PERDUE GEORGIA VALUES,3PYGPsj8Rec,1,0.44808280901224584,0,0.689897775118466
USSEN/GA PERDUE GET US WORKING AGAIN,R9WsqIlKPDk,1,0.30919981271684593,1,0.41509930592752714
USSEN/GA PERDUE LIKE YOU,RsXn4oa8XNw,1,0.43088487493350813,1,0.35459132303708035
USSEN/GA PERDUE SECURE OUR BORDER,5Bt6DcMJjE4,1,0.343789070209007,1,0.38539501338097754
USSEN/GA PERDUE TRUST,P_vuD3tHcJA,1,0.33689951538066615,0,0.5445280323941797
USSEN/GA PERDUE WE NEED A NEW DIRECTION,-9UHRD4QoMg,1,0.36589630563249614,0,0.5554104454110871
USSEN/GA PERDUE&NRSC AMERICAN DREAM,imFlbbqSWok,1,0.31408273240076895,1,0.3537694937760578
USSEN/GA PERDUE&NRSC HELPING GEORGIA GROW,MfqKo1mDoQU,1,0.3994896502753463,0,0.6733073088884513
USSEN/GA PERDUE&NRSC NUNN ADMITS,IEkFCukkH5Y,1,0.49787756146239565,1,0.3167442385929903
USSEN/HI HIRONO A GOOD EDUCATION,NGmD8jmVzS0,1,0.3586230035937537,1,0.48643143902636576
USSEN/HI HIRONO LINGLE SUPPORTING ROMNEY,hIsANI9bxe4,1,0.48418644385800247,1,0.39001908155144277
USSEN/HI HIRONO MISLEADING US AGAIN,8oSsTWSXFww,1,0.4241219985120575,0,0.5334042707616781
USSEN/HI HIRONO MITT ROMNEY,6LR1egXAeCI,1,0.3248347830218179,1,0.33874226358402015
USSEN/HI HIRONO NEGATIVE CAMPAIGN,XBhV8az6bLo,1,0.30430877179903704,1,0.4283314022662823
USSEN/HI HIRONO NEWSPAPER ENDORSEMENT,7ZIIZA-c-zM,1,0.29481317178389294,0,0.521681508242548
USSEN/HI HIRONO OBAMA'S TORMENTOR,H6-sRNdaZIw,1,0.3882069062322321,1,0.3904541422034456
USSEN/HI HIRONO WE CAN DO BETTER,e0xqKxAv7jE,1,0.2250681435913369,1,0.4893027217017818
USSEN/HI LINGLE AMERICAN PROBLEMS,-33cIZzWwho,1,0.32625902690012626,0,0.7923506291533999
USSEN/HI LINGLE DEFENSE CUTS,CqUI0GkjlS4,1,0.3011224449695637,1,0.36026137674772457
USSEN/HI LINGLE PUTS PEOPLE FIRST,-2Lrao-0mJQ,1,0.2572528612013002,1,0.38024982970084475
USSEN/HI LINGLE ZERO,6VdLrpmGANk,1,0.08567727616149118,1,0.42420654136577096
USSEN/IA BRALEY BACK TO WORK,M2W2XtnVmEU,0,0.5217954416082691,0,0.7131051487334793
USSEN/IA BRALEY BEST FOR IOWA,hngBb4DxsTE,1,0.3052307189584194,0,0.9056431913403374
USSEN/IA BRALEY BRIDGES,pPi6G4kxFbc,1,0.32845638741636995,0,0.654384992563598
USSEN/IA BRALEY CLOSER LOOK,xcrlbqGBE_Q,1,0.35919280245074675,1,0.35757552117140556
USSEN/IA BRALEY HUGE PRIORITY,kcgYZXYOVHg,1,0.24808585905495553,0,0.6464296124714712
USSEN/IA BRALEY MINIMUM,nEtpLZuNCvs,0,0.6591373418867764,1,0.3572317424575764
USSEN/IA BRALEY MOM,x4r1ZpMbaEw,1,0.30893765997207306,0,0.6820766681072805
USSEN/IA BRALEY PEEP,b3lwSSTEvNU,1,0.441575942603363,1,0.4025247494692955
USSEN/IA BRALEY SOLVE PROBLEMS,Xiw9hekSkBU,1,0.2656474880927728,0,0.6647947613510796
USSEN/IA BRALEY THE TRUTH,vl6pQMT89YQ,1,0.4068137111342621,1,0.3499388680403668
USSEN/IA BRALEY TODD PRICHARD,1vFQAaRKkiY,1,0.4395602028876095,0,0.6268549754451853
USSEN/IA BRALEY WORK 60,eE12svo8iug,1,0.30999102231195885,0,0.665471384306548
USSEN/IA BRALEY&IADP STRONG,o7NwzTDnVj8,1,0.28564738025979836,0,0.9220511298581059
USSEN/IA ERNST BISCUIT,8yn_AcB0Oog,1,0.37646648236907804,0,0.6120633512224065
USSEN/IA ERNST CHRIS,KBPEM4Xrre4,0,0.6494425336636147,0,0.6428868663256928
USSEN/IA ERNST CROSSROADS,dxFtWKKay18,1,0.4202211264871006,0,0.8864157150439984
USSEN/IA ERNST DIFFERENCE,YokXZ4FzsV8,1,0.4082957116184989,0,0.6306385251908553
USSEN/IA ERNST DRIVE,p-rpeYufEbE,1,0.502342163255201,0,0.6018463290783364
USSEN/IA ERNST LOT,oWXQ3IY8RvY,1,0.3774544051001177,0,0.8139736657140384
USSEN/IA ERNST RED OAK,E-tq3za3FKc,1,0.40732014143224404,0,0.636559111722484
USSEN/IA ERNST SERVICE,cNYKFZktYrs,1,0.37631641517115455,0,0.627597772955896
USSEN/IA ERNST VALUES,n6M2rfQxnwU,1,0.43473850883258097,1,0.4197756379029162
USSEN/IA ERNST WHAT I CARE ABOUT,F_JqmuNkZ30,1,0.39925955637557176,0,0.9114912143523051
USSEN/IA ERNST WILLIAM,SYZ2Kku5L8Y,0,0.6572442834409485,0,0.5966454157888232
USSEN/IA ERNST&NRSC HANDS,pwGGreYRpXU,1,0.43787875761830586,0,0.7387271776494704
USSEN/IL DURBIN CAPTAIN TONY 60,ugdwmRETIcs,1,0.4852578542819976,0,0.5903443708944452
USSEN/IL DURBIN STUDENT LOANS,ZR22BHCU44A,1,0.38393430173343823,0,0.5991985444948501
USSEN/IN DONNELLY BIPARTISANSHIP,3qzFMybdMT4,0,0.6546905480928635,1,0.40525756857428014
USSEN/IN DONNELLY COMMON SENSE MIDDLE,hXlav9oQbfQ,1,0.33518640393132126,0,0.6035678362628198
USSEN/IN DONNELLY COMPARE THE CANDIDATES,IcaTucJDZxI,1,0.3397124264382181,1,0.3938838821568188
USSEN/IN DONNELLY INFLICT ON US,t0Svy9ll0pI,1,0.37915585587314904,1,0.362400132154059
USSEN/IN DONNELLY MOURDOCK'S WAY,II8w3MB8qiM,1,0.3305140019777305,0,0.5670918610117217
USSEN/IN DONNELLY MY WAY OR THE HIGHWAY,XjvU0kgH0io,0,0.5312803190878782,1,0.5008144269181835
USSEN/IN DONNELLY ROAD RAGE,I7Rq_x--_tM,1,0.35318324142257174,0,0.5827811906708591
USSEN/IN DONNELLY WATCHES EVERY PENNY,v_e1kBJNXbo,0,0.7241930994579149,0,0.7235411289915381
USSEN/IN MOURDOCK A CHOICE,Xe05zEO1XSU,1,0.3983183601393226,1,0.4573803855268654
USSEN/IN MOURDOCK BECKY SKILLMAN,bkxknh9pBk0,1,0.4054495274761833,0,0.633436315059254
USSEN/IN MOURDOCK DISTORTED PERSONAL ATTACKS,POqoP5TLltU,1,0.4179793898858531,1,0.36872634101700114
USSEN/IN MOURDOCK GARBAGE ON TELEVISION,VmjZIPHNCRY,1,0.43403612126511915,1,0.44468822755088794
USSEN/IN MOURDOCK OBAMA-REID AGENDA,kSoarHs-1fU,0,0.536801753122124,0,0.6116558234563911
USSEN/IN MOURDOCK ROMNEY ENDORSEMENT,pSMkRYZD7P0,1,0.4192832960743912,0,0.596450285503356
USSEN/IN NRSC&MOURDOCK 2 PATHS,PRxAc7y8h6E,1,0.44802825788287043,1,0.47246569331596583
USSEN/KS ORMAN ATTACK,TDF1-uj7u4w,1,0.3405410373415318,0,0.6091500219436166
USSEN/KS ORMAN AUTHENTIC,BXBsdl-3MNU,1,0.31433737565018105,0,0.6115849868564824
USSEN/KS ORMAN DECLARE,axOM1ADtMSQ,1,0.4673553126152672,0,0.608391276200291
USSEN/KS ORMAN ELEVEN MILLION,uhNcjOjos9E,1,0.41192727052728967,1,0.500325223005164
USSEN/KS ORMAN ENOUGH IS ENOUGH,roO6EtFIC3A,1,0.3446493610009626,0,0.6909270404287966
USSEN/KS ORMAN HALF RIGHT,2GqyWbmQr-A,1,0.3691869933437179,1,0.4557603617700705
USSEN/KS ORMAN INDEPENDENCE,lFYb0_Zidw4,1,0.3301780988612287,0,0.6216269834343088
USSEN/KS ORMAN MUDSLINGING,iCaNyn2Eq7A,1,0.33265296419947976,1,0.40681129642723635
USSEN/KS ORMAN STUCK,XEnTDCop-XA,1,0.37377567313712246,0,0.5991957182349301
USSEN/KS ORMAN WASHINGTON IS BROKEN,6erxUAC1Ncw,1,0.3245661896833877,0,0.5661832965070975
USSEN/KS ROBERTS ANOTHER VOTE,FSyC8Yk0b1I,0,0.5314559862258269,1,0.3648513469582544
USSEN/KS ROBERTS COACH,I8iMNndzlKU,1,0.4768120527024533,0,0.5945111140357076
USSEN/KS ROBERTS MISSING,_99zPXWayyg,0,0.5311049916677538,0,0.6406010054440626
USSEN/KS ROBERTS MISTAKE,qlLw5-obItE,0,0.543362651561046,1,0.4387263057675026
USSEN/KS ROBERTS RESULTS,LCLmp4-4DBU,1,0.4136867835037389,0,0.6581657252955633
USSEN/KS ROBERTS TROUBLING,YQD6PaYRuwg,0,0.5401396872711238,1,0.3009934445157439
USSEN/KS ROBERTS WHAT A JOKE,VdcQqobPqh8,0,0.7519343522437668,1,0.3187560087607172
USSEN/KS ROBERTS WORSE,1LmrKQo2NIM,0,0.5366887226342131,1,0.28130282256542916
USSEN/KS ROBERTS WRONG FOR KANSAS,QUzNKMXqYkM,1,0.408573858788552,1,0.39279301189908694
USSEN/KY GRIMES 30 YEARS,G4nH43cmbyY,1,0.4444234134719554,1,0.33364519064724046
USSEN/KY GRIMES FIRED,Y1Rgs3yso8M,1,0.4601141509590207,1,0.40324757730130617
USSEN/KY GRIMES IT'S TIME,u21gAKeOTF0,1,0.3545498960655983,0,0.6124411455516517
USSEN/KY GRIMES LOST IN BATTLE,6GJ5Cac7cYM,1,0.45450423324792527,0,0.6427062455546033
USSEN/KY GRIMES NOT OBAMA,z7Pa16JPUlY,1,0.4111755344719024,0,0.5596692368400249
USSEN/KY GRIMES QUESTION FROM DAVID,ons-sexX2j0,1,0.380116420792668,0,0.8554864182016207
USSEN/KY GRIMES QUESTION FROM DON,HnG72T6t3-s,1,0.4400541595172207,0,0.7057123694961654
USSEN/KY GRIMES QUESTION FROM ILENE,Gab4eZgdzpU,1,0.3574618110820419,0,0.5824211726831574
USSEN/KY GRIMES RALLY,sMDmiflLv80,1,0.3777714708211049,0,0.5184248592824674
USSEN/KY GRIMES WENDELL,1rojBg1MfHc,1,0.41368287124056247,0,0.5497884716362097
USSEN/KY GRIMES WHERE WAS HE,ZZYHtzCCtG8,0,0.6362973448241208,1,0.3851820360656664
USSEN/KY GRIMES&DSCC PROUD MAN 60,iP_M0_AwY7E,1,0.333823853543418,0,0.5395851397522042
USSEN/KY MCCONNELL AFTER ALL THAT,z_oWmuLRTes,1,0.3816132261233018,1,0.4057653240599792
USSEN/KY MCCONNELL ANSWER ANYTHING,qBG5PfNcp9M,1,0.34374668325440105,1,0.44092534503587727
USSEN/KY MCCONNELL AS IF,JJmkOjBRhe4,1,0.2841942115583291,1,0.4210821229352551
USSEN/KY MCCONNELL CHRIS SEXTON,7tmog-MJHOc,1,0.3390465202261445,0,0.7465912499023843
USSEN/KY MCCONNELL COMMERCIAL,K0GB6lKH0pw,1,0.31020699565980386,0,0.7212833028358507
USSEN/KY MCCONNELL CONVINCE,RoJ-nOAWT3A,1,0.31795372167084057,1,0.403459921517484
USSEN/KY MCCONNELL DEBBIE SMITH,SJ04b2qrihA,1,0.3136460760107027,0,0.7382660001364877
