campaign,year,issue,year2012,log_vap,total_disb_vep,diff_disb_vep,comp,negative,owned,consensual,salience,convergence,wmp
AK,2014,issue10,0,13.21919422,33.96474579,4.007695529,1.0,22.72727272727273,1,0,1.0,0.0,1
AK,2014,issue18,0,13.21919422,33.96474579,4.007695529,1.0,22.72727272727273,0,1,24.5,90.90909090909092,1
AK,2014,issue22,0,13.21919422,33.96474579,4.007695529,1.0,22.72727272727273,0,0,28.499999999999996,0.0,1
AK,2014,issue30,0,13.21919422,33.96474579,4.007695529,1.0,22.72727272727273,1,0,0.0,0.0,1
AK,2014,issue32,0,13.21919422,33.96474579,4.007695529,1.0,22.72727272727273,1,0,4.0,0.0,1
AK,2014,issue37,0,13.21919422,33.96474579,4.007695529,1.0,22.72727272727273,1,0,0.0,0.0,1
AK,2014,issue40,0,13.21919422,33.96474579,4.007695529,1.0,22.72727272727273,1,0,0.5,0.0,1
AK,2014,issue50,0,13.21919422,33.96474579,4.007695529,1.0,22.72727272727273,0,0,3.0,0.0,1
AK,2014,issue53,0,13.21919422,33.96474579,4.007695529,1.0,22.72727272727273,1,0,6.5,0.0,1
AK,2014,issue60,0,13.21919422,33.96474579,4.007695529,1.0,22.72727272727273,1,0,0.0,0.0,1
AK,2014,issue83,0,13.21919422,33.96474579,4.007695529,1.0,22.72727272727273,0,0,1.0,0.0,1
AR,2014,issue10,0,14.63178513,12.7625452,0.282726933,1.0,42.307692307692314,1,0,1.0,0.0,1
AR,2014,issue18,0,14.63178513,12.7625452,0.282726933,1.0,42.307692307692314,0,1,24.5,0.0,1
AR,2014,issue20,0,14.63178513,12.7625452,0.282726933,1.0,42.307692307692314,0,0,0.0,0.0,1
AR,2014,issue32,0,14.63178513,12.7625452,0.282726933,1.0,42.307692307692314,1,0,4.0,0.0,1
AR,2014,issue50,0,14.63178513,12.7625452,0.282726933,1.0,42.307692307692314,0,0,3.0,0.0,1
AR,2014,issue53,0,14.63178513,12.7625452,0.282726933,1.0,42.307692307692314,1,0,6.5,0.0,1
AR,2014,issue55,0,14.63178513,12.7625452,0.282726933,1.0,42.307692307692314,1,0,0.0,54.71698113207548,1
AR,2014,issue56,0,14.63178513,12.7625452,0.282726933,1.0,42.307692307692314,1,0,0.0,93.5483870967742,1
AR,2014,issue60,0,14.63178513,12.7625452,0.282726933,1.0,42.307692307692314,1,0,0.0,31.884057971014478,1
AR,2014,issue67,0,14.63178513,12.7625452,0.282726933,1.0,42.307692307692314,1,0,0.0,0.0,1
AR,2014,issue69,0,14.63178513,12.7625452,0.282726933,1.0,42.307692307692314,1,0,0.0,0.0,1
AR,2014,issue70,0,14.63178513,12.7625452,0.282726933,1.0,42.307692307692314,1,0,0.0,0.0,1
AR,2014,issue91,0,14.63178513,12.7625452,0.282726933,1.0,42.307692307692314,0,1,11.0,0.0,1
AR,2014,issue95,0,14.63178513,12.7625452,0.282726933,1.0,42.307692307692314,0,0,3.0,0.0,1
AZ,2012,issue10,1,15.41676911,3.648533695,0.707727842,1.0,61.53846153846154,1,0,1.0,0.0,1
AZ,2012,issue13,1,15.41676911,3.648533695,0.707727842,1.0,61.53846153846154,1,0,0.5,0.0,1
AZ,2012,issue18,1,15.41676911,3.648533695,0.707727842,1.0,61.53846153846154,0,1,24.5,92.3076923076923,1
AZ,2012,issue53,1,15.41676911,3.648533695,0.707727842,1.0,61.53846153846154,1,0,6.5,72.72727272727273,1
AZ,2012,issue55,1,15.41676911,3.648533695,0.707727842,1.0,61.53846153846154,1,0,0.0,73.68421052631578,1
AZ,2012,issue60,1,15.41676911,3.648533695,0.707727842,1.0,61.53846153846154,1,0,0.0,0.0,1
CO,2014,issue10,0,15.23309111,8.180180095,1.607442279,1.0,27.77777777777778,1,0,1.0,0.0,1
CO,2014,issue22,0,15.23309111,8.180180095,1.607442279,1.0,27.77777777777778,0,0,28.499999999999996,0.0,1
CO,2014,issue30,0,15.23309111,8.180180095,1.607442279,1.0,27.77777777777778,1,0,0.0,0.0,1
CO,2014,issue32,0,15.23309111,8.180180095,1.607442279,1.0,27.77777777777778,1,0,4.0,0.0,1
CO,2014,issue50,0,15.23309111,8.180180095,1.607442279,1.0,27.77777777777778,0,0,3.0,75.0,1
CO,2014,issue53,0,15.23309111,8.180180095,1.607442279,1.0,27.77777777777778,1,0,6.5,75.0,1
CO,2014,issue55,0,15.23309111,8.180180095,1.607442279,1.0,27.77777777777778,1,0,0.0,0.0,1
CO,2014,issue56,0,15.23309111,8.180180095,1.607442279,1.0,27.77777777777778,1,0,0.0,0.0,1
CO,2014,issue69,0,15.23309111,8.180180095,1.607442279,1.0,27.77777777777778,1,0,0.0,90.9090909090909,1
CO,2014,issue70,0,15.23309111,8.180180095,1.607442279,1.0,27.77777777777778,1,0,0.0,0.0,1
CO,2014,issue80,0,15.23309111,8.180180095,1.607442279,1.0,27.77777777777778,0,0,1.0,0.0,1
CO,2014,issue83,0,15.23309111,8.180180095,1.607442279,1.0,27.77777777777778,0,0,1.0,43.47826086956521,1
CT,2012,issue10,1,14.84562093,24.05291204,15.84576294,1.0,52.94117647058824,1,0,1.0,55.072463768115945,1
CT,2012,issue18,1,14.84562093,24.05291204,15.84576294,1.0,52.94117647058824,0,1,24.5,95.8904109589041,1
CT,2012,issue22,1,14.84562093,24.05291204,15.84576294,1.0,52.94117647058824,0,0,28.499999999999996,0.0,1
CT,2012,issue30,1,14.84562093,24.05291204,15.84576294,1.0,52.94117647058824,1,0,0.0,0.0,1
CT,2012,issue50,1,14.84562093,24.05291204,15.84576294,1.0,52.94117647058824,0,0,3.0,0.0,1
CT,2012,issue53,1,14.84562093,24.05291204,15.84576294,1.0,52.94117647058824,1,0,6.5,97.43589743589745,1
CT,2012,issue55,1,14.84562093,24.05291204,15.84576294,1.0,52.94117647058824,1,0,0.0,0.0,1
CT,2012,issue56,1,14.84562093,24.05291204,15.84576294,1.0,52.94117647058824,1,0,0.0,0.0,1
CT,2012,issue83,1,14.84562093,24.05291204,15.84576294,1.0,52.94117647058824,0,0,1.0,0.0,1
GA,2014,issue18,0,15.84750181,4.496057496,0.274021973,1.0,41.666666666666664,0,1,24.5,0.0,1
GA,2014,issue20,0,15.84750181,4.496057496,0.274021973,1.0,41.666666666666664,0,0,0.0,0.0,1
GA,2014,issue32,0,15.84750181,4.496057496,0.274021973,1.0,41.666666666666664,1,0,4.0,40.0,1
GA,2014,issue50,0,15.84750181,4.496057496,0.274021973,1.0,41.666666666666664,0,0,3.0,66.66666666666667,1
HI,2012,issue10,1,13.90015956,11.69703185,0.184685757,1.0,66.66666666666667,1,0,1.0,0.0,1
HI,2012,issue18,1,13.90015956,11.69703185,0.184685757,1.0,66.66666666666667,0,1,24.5,66.66666666666667,1
HI,2012,issue20,1,13.90015956,11.69703185,0.184685757,1.0,66.66666666666667,0,0,0.0,0.0,1
HI,2012,issue50,1,13.90015956,11.69703185,0.184685757,1.0,66.66666666666667,0,0,3.0,66.66666666666667,1
HI,2012,issue55,1,13.90015956,11.69703185,0.184685757,1.0,66.66666666666667,1,0,0.0,0.0,1
HI,2012,issue56,1,13.90015956,11.69703185,0.184685757,1.0,66.66666666666667,1,0,0.0,0.0,1
HI,2012,issue60,1,13.90015956,11.69703185,0.184685757,1.0,66.66666666666667,1,0,0.0,0.0,1
HI,2012,issue83,1,13.90015956,11.69703185,0.184685757,1.0,66.66666666666667,0,0,1.0,0.0,1
IA,2014,issue10,0,14.68339351,10.56827469,0.068255083,1.0,19.047619047619047,1,0,1.0,60.86956521739131,1
IA,2014,issue13,0,14.68339351,10.56827469,0.068255083,1.0,19.047619047619047,1,0,0.5,0.0,1
IA,2014,issue18,0,14.68339351,10.56827469,0.068255083,1.0,19.047619047619047,0,1,24.5,93.33333333333333,1
IA,2014,issue22,0,14.68339351,10.56827469,0.068255083,1.0,19.047619047619047,0,0,28.499999999999996,0.0,1
IA,2014,issue30,0,14.68339351,10.56827469,0.068255083,1.0,19.047619047619047,1,0,0.0,0.0,1
IA,2014,issue32,0,14.68339351,10.56827469,0.068255083,1.0,19.047619047619047,1,0,4.0,0.0,1
IA,2014,issue40,0,14.68339351,10.56827469,0.068255083,1.0,19.047619047619047,1,0,0.5,0.0,1
IA,2014,issue50,0,14.68339351,10.56827469,0.068255083,1.0,19.047619047619047,0,0,3.0,0.0,1
IA,2014,issue53,0,14.68339351,10.56827469,0.068255083,1.0,19.047619047619047,1,0,6.5,0.0,1
IA,2014,issue55,0,14.68339351,10.56827469,0.068255083,1.0,19.047619047619047,1,0,0.0,0.0,1
IA,2014,issue56,0,14.68339351,10.56827469,0.068255083,1.0,19.047619047619047,1,0,0.0,0.0,1
IA,2014,issue60,0,14.68339351,10.56827469,0.068255083,1.0,19.047619047619047,1,0,0.0,86.48648648648648,1
IA,2014,issue67,0,14.68339351,10.56827469,0.068255083,1.0,19.047619047619047,1,0,0.0,0.0,1
IA,2014,issue70,0,14.68339351,10.56827469,0.068255083,1.0,19.047619047619047,1,0,0.0,93.33333333333333,1
IN,2012,issue10,1,15.4169921,2.830956297,0.480598769,1.0,80.0,1,0,1.0,56.00000000000001,1
IN,2012,issue13,1,15.4169921,2.830956297,0.480598769,1.0,80.0,1,0,0.5,0.0,1
IN,2012,issue18,1,15.4169921,2.830956297,0.480598769,1.0,80.0,0,1,24.5,87.5,1
IN,2012,issue20,1,15.4169921,2.830956297,0.480598769,1.0,80.0,0,0,0.0,0.0,1
IN,2012,issue22,1,15.4169921,2.830956297,0.480598769,1.0,80.0,0,0,28.499999999999996,44.44444444444445,1
IN,2012,issue32,1,15.4169921,2.830956297,0.480598769,1.0,80.0,1,0,4.0,0.0,1
IN,2012,issue53,1,15.4169921,2.830956297,0.480598769,1.0,80.0,1,0,6.5,0.0,1
IN,2012,issue55,1,15.4169921,2.830956297,0.480598769,1.0,80.0,1,0,0.0,56.00000000000001,1
IN,2012,issue56,1,15.4169921,2.830956297,0.480598769,1.0,80.0,1,0,0.0,56.00000000000001,1
KY,2014,issue10,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,1,0,1.0,87.5,1
KY,2014,issue18,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,0,1,24.5,92.3076923076923,1
KY,2014,issue20,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,0,0,0.0,0.0,1
KY,2014,issue37,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,1,0,0.0,0.0,1
KY,2014,issue40,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,1,0,0.5,78.26086956521738,1
KY,2014,issue53,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,1,0,6.5,0.0,1
KY,2014,issue55,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,1,0,0.0,0.0,1
KY,2014,issue60,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,1,0,0.0,0.0,1
KY,2014,issue61,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,1,0,0.5,0.0,1
KY,2014,issue83,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,0,0,1.0,0.0,1
KY,2014,issue91,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,0,1,11.0,0.0,1
KY,2014,issue92,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,0,1,1.0,0.0,1
LA,2014,issue18,0,15.08003579,9.938803374,1.186265855,1.0,23.076923076923073,0,1,24.5,0.0,1
LA,2014,issue22,0,15.08003579,9.938803374,1.186265855,1.0,23.076923076923073,0,0,28.499999999999996,0.0,1
LA,2014,issue55,0,15.08003579,9.938803374,1.186265855,1.0,23.076923076923073,1,0,0.0,26.66666666666667,1
LA,2014,issue56,0,15.08003579,9.938803374,1.186265855,1.0,23.076923076923073,1,0,0.0,0.0,1
LA,2014,issue60,0,15.08003579,9.938803374,1.186265855,1.0,23.076923076923073,1,0,0.0,0.0,1
LA,2014,issue83,0,15.08003579,9.938803374,1.186265855,1.0,23.076923076923073,0,0,1.0,0.0,1
LA,2014,issue95,0,15.08003579,9.938803374,1.186265855,1.0,23.076923076923073,0,0,3.0,0.0,1
MA,2012,issue10,1,15.47631626,14.99866166,2.554157194,1.0,46.15384615384615,1,0,1.0,61.53846153846154,1
MA,2012,issue18,1,15.47631626,14.99866166,2.554157194,1.0,46.15384615384615,0,1,24.5,83.72093023255813,1
