creative,uid,f_picture,f_dist,o_picture,o_dist
USSEN/FL NELSON IN NO WAY QUALIFIED,Za8YcX5RLZA,0,0.5635590548336704,0,0.6066982855162726
USSEN/FL NELSON PERSPECTIVE,9JmNMccRgbg,1,0.4224080415116758,0,0.5633027992226356
USSEN/FL NELSON&DSCC MEET CONNIE MACK IV,Hs2LGKdDPf4,1,0.4980179088596976,1,0.3935352347412404
USSEN/GA NUNN BIASED,7BNzoQWdNS8,1,0.3343394678535185,0,0.6491268208454155
USSEN/GA NUNN BRIDGE,jNjOLQX2A3o,1,0.4542204158442895,0,0.6427568701196019
USSEN/GA NUNN DISCOVERY PROGRAM,tTY6JfCh3OI,1,0.3836293608898259,0,0.7323379967087512
USSEN/GA NUNN HAVE YOU SEEN THIS PICTURE,SB11dMrnY-U,1,0.35914592215796626,0,0.7141212189861597
USSEN/GA NUNN JACKPOT,pwLOyhdLFTw,1,0.38029715304073664,0,0.7517181879526985
USSEN/GA NUNN MY WHOLE CAREER,fssW7TnYAwE,1,0.3105905123369108,0,0.6744329218074001
USSEN/GA NUNN PROUD OF IT,UKYdU-owVQw,1,0.33825767534467854,1,0.478901807916109
USSEN/GA NUNN REAL,bTREGpKHHKQ,1,0.3764322293926427,1,0.3406449894263917
USSEN/GA NUNN WHEN I HEAR,NukrwDfkZ4Y,1,0.362720444786905,1,0.3525936250885772
USSEN/GA NUNN&GAFEC DECENCY,bG7XMfWTeFw,1,0.35374592963874263,1,0.34200596038470515
USSEN/GA NUNN&GAFEC DO RIGHT,jICNm2S9AOg,0,0.6695320538977628,1,0.46936130766613904
USSEN/GA NUNN&GAFEC MOST OF MY CAREER,5tF0y17qN1U,1,0.44361866569369973,1,0.3519600415257271
USSEN/GA NUNN&GAFEC PILLOWTEX 60,eHhbrOjZSgo,1,0.45006071200664205,0,0.6273826578018896
USSEN/GA PERDUE CLEAR CHOICE,uGbu6mH2AaE,1,0.35411067418425923,1,0.3312364709286103
USSEN/GA PERDUE GEORGIA VALUES,3PYGPsj8Rec,1,0.4808098294474776,0,0.689850645831997
USSEN/GA PERDUE GET US WORKING AGAIN,R9WsqIlKPDk,1,0.3125687625669894,1,0.41284492297982894
USSEN/GA PERDUE LIKE YOU,RsXn4oa8XNw,1,0.422578557238487,1,0.35460254543462866
USSEN/GA PERDUE SECURE OUR BORDER,5Bt6DcMJjE4,1,0.3751561553564377,1,0.39480739797163844
USSEN/GA PERDUE TRUST,P_vuD3tHcJA,1,0.3325760752659937,1,0.5126054331032801
USSEN/GA PERDUE WE NEED A NEW DIRECTION,-9UHRD4QoMg,1,0.37128331302946427,0,0.5300985613957108
USSEN/GA PERDUE&NRSC AMERICAN DREAM,imFlbbqSWok,1,0.3051374019762546,1,0.3879312736126724
USSEN/GA PERDUE&NRSC HELPING GEORGIA GROW,MfqKo1mDoQU,1,0.4241105183595164,0,0.669987026410178
USSEN/GA PERDUE&NRSC NUNN ADMITS,IEkFCukkH5Y,1,0.4957365831863773,1,0.3145097058827528
USSEN/HI HIRONO A GOOD EDUCATION,NGmD8jmVzS0,1,0.34271883403299647,1,0.4615451148014267
USSEN/HI HIRONO LINGLE SUPPORTING ROMNEY,hIsANI9bxe4,0,0.5385669110199017,1,0.3880279560017104
USSEN/HI HIRONO MISLEADING US AGAIN,8oSsTWSXFww,1,0.44308693790778025,1,0.4763397437682152
USSEN/HI HIRONO MITT ROMNEY,6LR1egXAeCI,1,0.32971604838432905,1,0.3359482678963392
USSEN/HI HIRONO NEGATIVE CAMPAIGN,XBhV8az6bLo,1,0.3129727854211669,1,0.38693626327180924
USSEN/HI HIRONO NEWSPAPER ENDORSEMENT,7ZIIZA-c-zM,1,0.29779311984025314,0,0.5290274041584724
USSEN/HI HIRONO OBAMA'S TORMENTOR,H6-sRNdaZIw,1,0.3762999363615116,1,0.3632137211329177
USSEN/HI HIRONO WE CAN DO BETTER,e0xqKxAv7jE,1,0.2224179781306015,0,0.5238028827436867
USSEN/HI LINGLE AMERICAN PROBLEMS,-33cIZzWwho,1,0.33004378005597984,0,0.7668227004563487
USSEN/HI LINGLE DEFENSE CUTS,CqUI0GkjlS4,1,0.2996807526284669,1,0.3662283199967449
USSEN/HI LINGLE PUTS PEOPLE FIRST,-2Lrao-0mJQ,1,0.2825348059539435,1,0.418478647921747
USSEN/HI LINGLE ZERO,6VdLrpmGANk,1,0.08920216262914528,1,0.4232021440395927
USSEN/IA BRALEY BACK TO WORK,M2W2XtnVmEU,1,0.4460184933204335,0,0.7119004960268861
USSEN/IA BRALEY BEST FOR IOWA,hngBb4DxsTE,1,0.29025752861935245,0,0.9105075717552868
USSEN/IA BRALEY BRIDGES,pPi6G4kxFbc,1,0.36305844342343174,0,0.6720817360893009
USSEN/IA BRALEY CLOSER LOOK,xcrlbqGBE_Q,1,0.35578538791567504,1,0.35829197961948217
USSEN/IA BRALEY HUGE PRIORITY,kcgYZXYOVHg,1,0.26173712774710617,0,0.6426111620985139
USSEN/IA BRALEY MINIMUM,nEtpLZuNCvs,0,0.6447355102479704,1,0.3545648808771867
USSEN/IA BRALEY MOM,x4r1ZpMbaEw,1,0.32215926533588995,0,0.6684679340518719
USSEN/IA BRALEY PEEP,b3lwSSTEvNU,1,0.4318607143648844,1,0.4031794106659986
USSEN/IA BRALEY SOLVE PROBLEMS,Xiw9hekSkBU,1,0.2602984197974592,0,0.6921557234386203
USSEN/IA BRALEY THE TRUTH,vl6pQMT89YQ,1,0.4185341186295891,1,0.3578186046460352
USSEN/IA BRALEY TODD PRICHARD,1vFQAaRKkiY,1,0.4333394967269277,0,0.6442178757058005
USSEN/IA BRALEY WORK 60,eE12svo8iug,1,0.30129311833421213,0,0.6745062639088665
USSEN/IA BRALEY&IADP STRONG,o7NwzTDnVj8,1,0.27627515952620363,0,0.8526604882101665
USSEN/IA ERNST BISCUIT,8yn_AcB0Oog,1,0.37524612665281043,0,0.6949453048508667
USSEN/IA ERNST CHRIS,KBPEM4Xrre4,0,0.6506092148272355,0,0.615236721894173
USSEN/IA ERNST CROSSROADS,dxFtWKKay18,1,0.40231892700172917,0,0.8870283171404644
USSEN/IA ERNST DIFFERENCE,YokXZ4FzsV8,1,0.38654110489255444,0,0.6434394119619281
USSEN/IA ERNST DRIVE,p-rpeYufEbE,1,0.46679422434879164,0,0.5957127930742111
USSEN/IA ERNST LOT,oWXQ3IY8RvY,1,0.3934836742312596,0,0.822158911868501
USSEN/IA ERNST RED OAK,E-tq3za3FKc,1,0.3907885578188729,0,0.6311937956244387
USSEN/IA ERNST SERVICE,cNYKFZktYrs,1,0.3590703367648463,0,0.6159766960671007
USSEN/IA ERNST VALUES,n6M2rfQxnwU,1,0.4385044646013693,1,0.4205559578856738
USSEN/IA ERNST WHAT I CARE ABOUT,F_JqmuNkZ30,1,0.39293395202031,0,0.9287187977118577
USSEN/IA ERNST WILLIAM,SYZ2Kku5L8Y,0,0.6469273008304357,0,0.6616063875979421
USSEN/IA ERNST&NRSC HANDS,pwGGreYRpXU,1,0.42931222081714127,0,0.7211816523216349
USSEN/IL DURBIN CAPTAIN TONY 60,ugdwmRETIcs,1,0.4770144323386828,0,0.6259076023333573
USSEN/IL DURBIN STUDENT LOANS,ZR22BHCU44A,1,0.37280543474423045,0,0.5619109603367852
USSEN/IN DONNELLY BIPARTISANSHIP,3qzFMybdMT4,0,0.6361705032260551,1,0.42692340291693515
USSEN/IN DONNELLY COMMON SENSE MIDDLE,hXlav9oQbfQ,1,0.3329210544981851,0,0.52157663073636
USSEN/IN DONNELLY COMPARE THE CANDIDATES,IcaTucJDZxI,1,0.36249995995170264,1,0.40628399041772006
USSEN/IN DONNELLY INFLICT ON US,t0Svy9ll0pI,1,0.37450027776469247,1,0.3599079045990433
USSEN/IN DONNELLY MOURDOCK'S WAY,II8w3MB8qiM,1,0.36406771227542695,0,0.5691929440499484
USSEN/IN DONNELLY MY WAY OR THE HIGHWAY,XjvU0kgH0io,0,0.5839864294679371,1,0.4792713168702021
USSEN/IN DONNELLY ROAD RAGE,I7Rq_x--_tM,1,0.367080226268484,0,0.5849074907651182
USSEN/IN DONNELLY WATCHES EVERY PENNY,v_e1kBJNXbo,0,0.8609829723479734,0,0.754864634995219
USSEN/IN MOURDOCK A CHOICE,Xe05zEO1XSU,1,0.40303459522828283,1,0.46028726111136087
USSEN/IN MOURDOCK BECKY SKILLMAN,bkxknh9pBk0,1,0.4080877971002547,0,0.639185300147909
USSEN/IN MOURDOCK DISTORTED PERSONAL ATTACKS,POqoP5TLltU,1,0.4107698906110175,1,0.37189088369675594
USSEN/IN MOURDOCK GARBAGE ON TELEVISION,VmjZIPHNCRY,1,0.4255049054460943,1,0.3765488032624558
USSEN/IN MOURDOCK OBAMA-REID AGENDA,kSoarHs-1fU,0,0.5579824951919544,0,0.6844305510869363
USSEN/IN MOURDOCK ROMNEY ENDORSEMENT,pSMkRYZD7P0,1,0.4140982515904081,0,0.6132709360033108
USSEN/IN NRSC&MOURDOCK 2 PATHS,PRxAc7y8h6E,1,0.45184742139453515,1,0.47769354993432245
USSEN/KS ORMAN ATTACK,TDF1-uj7u4w,1,0.3346862786678878,0,0.5957859796489365
USSEN/KS ORMAN AUTHENTIC,BXBsdl-3MNU,1,0.3130126701213859,0,0.6243421161494084
USSEN/KS ORMAN DECLARE,axOM1ADtMSQ,1,0.3863363983257009,0,0.6575347180105124
USSEN/KS ORMAN ELEVEN MILLION,uhNcjOjos9E,1,0.40270112114006745,1,0.4629615232849914
USSEN/KS ORMAN ENOUGH IS ENOUGH,roO6EtFIC3A,1,0.360966416573619,0,0.6416239171127855
USSEN/KS ORMAN HALF RIGHT,2GqyWbmQr-A,1,0.346761168090926,1,0.4515259831190705
USSEN/KS ORMAN INDEPENDENCE,lFYb0_Zidw4,1,0.3140660318019679,0,0.5912732002947733
USSEN/KS ORMAN MUDSLINGING,iCaNyn2Eq7A,1,0.3464922522558783,0,0.5171097426340641
USSEN/KS ORMAN STUCK,XEnTDCop-XA,1,0.36627104069904226,0,0.657724943959247
USSEN/KS ORMAN WASHINGTON IS BROKEN,6erxUAC1Ncw,1,0.33766907384868017,0,0.5702008533426772
USSEN/KS ROBERTS ANOTHER VOTE,FSyC8Yk0b1I,0,0.5823105283580079,1,0.3601858814601919
USSEN/KS ROBERTS COACH,I8iMNndzlKU,1,0.4989127229417766,0,0.5871000328361919
USSEN/KS ROBERTS MISSING,_99zPXWayyg,0,0.5614162460431538,0,0.631898681829802
USSEN/KS ROBERTS MISTAKE,qlLw5-obItE,0,0.5270339358065388,1,0.44211056048194214
USSEN/KS ROBERTS RESULTS,LCLmp4-4DBU,1,0.5018565920340279,0,0.6711524419325101
USSEN/KS ROBERTS TROUBLING,YQD6PaYRuwg,0,0.5345532474163415,1,0.2910531627332821
USSEN/KS ROBERTS WHAT A JOKE,VdcQqobPqh8,0,0.5744767036327281,1,0.3170293689158066
USSEN/KS ROBERTS WORSE,1LmrKQo2NIM,0,0.5652760051301772,1,0.2887041017585245
USSEN/KS ROBERTS WRONG FOR KANSAS,QUzNKMXqYkM,1,0.46497874271493217,1,0.34373087525569185
USSEN/KY GRIMES 30 YEARS,G4nH43cmbyY,1,0.43735042158102083,1,0.3379342686699311
USSEN/KY GRIMES FIRED,Y1Rgs3yso8M,1,0.461579929740738,1,0.41597501307699297
USSEN/KY GRIMES IT'S TIME,u21gAKeOTF0,1,0.3327403294384333,0,0.5894298597127176
USSEN/KY GRIMES LOST IN BATTLE,6GJ5Cac7cYM,1,0.47414424830660296,0,0.6551536847233614
USSEN/KY GRIMES NOT OBAMA,z7Pa16JPUlY,1,0.4815420309349516,0,0.559598156114125
USSEN/KY GRIMES QUESTION FROM DAVID,ons-sexX2j0,1,0.35108758297320497,0,0.858012357701359
USSEN/KY GRIMES QUESTION FROM DON,HnG72T6t3-s,1,0.4219592711844113,0,0.5930157749514045
USSEN/KY GRIMES QUESTION FROM ILENE,Gab4eZgdzpU,1,0.36189616933886515,0,0.5777985066880229
USSEN/KY GRIMES RALLY,sMDmiflLv80,1,0.3635872499849717,0,0.5202503910046212
USSEN/KY GRIMES WENDELL,1rojBg1MfHc,1,0.4221668276202656,0,0.5596640559442733
USSEN/KY GRIMES WHERE WAS HE,ZZYHtzCCtG8,1,0.4517421115735076,1,0.39251322148804685
USSEN/KY GRIMES&DSCC PROUD MAN 60,iP_M0_AwY7E,1,0.3361124673925652,0,0.5499175799647686
USSEN/KY MCCONNELL AFTER ALL THAT,z_oWmuLRTes,1,0.37865942656959933,1,0.413482549573396
USSEN/KY MCCONNELL ANSWER ANYTHING,qBG5PfNcp9M,1,0.31436588971694507,1,0.44042435033813565
USSEN/KY MCCONNELL AS IF,JJmkOjBRhe4,1,0.2836803834399751,1,0.42281398709282636
USSEN/KY MCCONNELL CHRIS SEXTON,7tmog-MJHOc,1,0.33905287191009087,0,0.7543639412218481
USSEN/KY MCCONNELL COMMERCIAL,K0GB6lKH0pw,1,0.31652412160765386,0,0.7190981111074021
USSEN/KY MCCONNELL CONVINCE,RoJ-nOAWT3A,1,0.31825691632013486,1,0.40441084294964075
USSEN/KY MCCONNELL DEBBIE SMITH,SJ04b2qrihA,1,0.3161749663644351,0,0.7187766611788666
