"creative","racelab","rep","dem","third","repinc","deminc","thirdinc","win","thirdpty","inc","won"
"HOUSE/NC07 MCINTYRE ROUZER DISMANTLE MEDICARE","hou2012","Rouzer, David","McIntyre, Mike","",0,1,0,"D",NA,1,1
"HOUSE/NC07 MCINTYRE&DCCC KRULAK ENDORSEMENT","hou2012","Rouzer, David","McIntyre, Mike","",0,1,0,"D",NA,1,1
"HOUSE/NC07 ROUZER TRUTH ABOUT DAVID","hou2012","Rouzer, David","McIntyre, Mike","",0,1,0,"D",NA,0,0
"HOUSE/NC08 HUDSON DO YOU AGREE","hou2012","Hudson, Richard","Kissell, Larry","Blue, Antonio",0,1,0,"R",NA,0,1
"HOUSE/NC08 HUDSON THE VALUE OF A DOLLAR","hou2012","Hudson, Richard","Kissell, Larry","Blue, Antonio",0,1,0,"R",NA,0,1
"HOUSE/NC08 HUDSON&NRCC HOOVER","hou2012","Hudson, Richard","Kissell, Larry","Blue, Antonio",0,1,0,"R",NA,0,1
"HOUSE/NC08 KISSEL WHAT'S RIGHT","hou2012","Hudson, Richard","Kissell, Larry","Blue, Antonio",0,1,0,"R",NA,1,0
"HOUSE/NC08 KISSELL ACTUALLY LISTENS TO YOU","hou2012","Hudson, Richard","Kissell, Larry","Blue, Antonio",0,1,0,"R",NA,1,0
"HOUSE/NC08 KISSELL BUY AMERICAN","hou2012","Hudson, Richard","Kissell, Larry","Blue, Antonio",0,1,0,"R",NA,1,0
"HOUSE/NC08 KISSELL LINDA KEASLER","hou2012","Hudson, Richard","Kissell, Larry","Blue, Antonio",0,1,0,"R",NA,1,0
"HOUSE/NC09 PITTENGER DECIDED MODERATE","hou2012","Pittenger, Robert","Roberts, Jennifer","Campbell, Curtis",0,0,0,"R",NA,0,1
"HOUSE/NC09 PITTENGER THIS COUNTRY","hou2012","Pittenger, Robert","Roberts, Jennifer","Campbell, Curtis",0,0,0,"R",NA,0,1
"HOUSE/NC09 ROBERTS ALWAYS FIGHT FOR US","hou2012","Pittenger, Robert","Roberts, Jennifer","Campbell, Curtis",0,0,0,"R",NA,0,0
"HOUSE/NC09 ROBERTS YOU PAID INTO MEDICARE","hou2012","Pittenger, Robert","Roberts, Jennifer","Campbell, Curtis",0,0,0,"R",NA,0,0
"HOUSE/NC11 MEADOWS BRIGHTER FUTURE","hou2012","Meadows, Mark","Rogers, Hayden","",0,0,0,"R",NA,0,1
"HOUSE/NC11 MEADOWS BRIGHTER FUTURE 20","hou2012","Meadows, Mark","Rogers, Hayden","",0,0,0,"R",NA,0,1
"HOUSE/NC11 MEADOWS CONSERVATIVE CHRISTIAN BUSINESSMAN","hou2012","Meadows, Mark","Rogers, Hayden","",0,0,0,"R",NA,0,1
"HOUSE/NC11 MEADOWS RESPECTS THE DREAM","hou2012","Meadows, Mark","Rogers, Hayden","",0,0,0,"R",NA,0,1
"HOUSE/NC11 ROGERS MOUNTAIN VALUES","hou2012","Meadows, Mark","Rogers, Hayden","",0,0,0,"R",NA,0,0
"HOUSE/NC11 ROGERS SOME THINGS","hou2012","Meadows, Mark","Rogers, Hayden","",0,0,0,"R",NA,0,0
"HOUSE/NC13 HOLDING ANGEL OF ANZIO","hou2012","Holding, George","Malone, Charles","",0,0,0,"R",NA,0,1
"HOUSE/NC13 HOLDING STANDS WITH MITT ROMNEY","hou2012","Holding, George","Malone, Charles","",0,0,0,"R",NA,0,1
"HOUSE/ND01 CRAMER FAMILY","hou2012","Cramer, Kevin","Gulleson, Pam","Olson, Eric",0,0,0,"R",NA,0,1
"HOUSE/ND01 CRAMER FARMING","hou2012","Cramer, Kevin","Gulleson, Pam","Olson, Eric",0,0,0,"R",NA,0,1
"HOUSE/ND01 CRAMER GET THE NATIONAL DEBT UNDER CONTROL","hou2012","Cramer, Kevin","Gulleson, Pam","Olson, Eric",0,0,0,"R",NA,0,1
"HOUSE/ND01 CRAMER GOVERNOR SCHAFER","hou2012","Cramer, Kevin","Gulleson, Pam","Olson, Eric",0,0,0,"R",NA,0,1
"HOUSE/ND01 CRAMER KNOW HOW IMPORTANT","hou2012","Cramer, Kevin","Gulleson, Pam","Olson, Eric",0,0,0,"R",NA,0,1
"HOUSE/ND01 CRAMER MY POSITION ON ENERGY","hou2012","Cramer, Kevin","Gulleson, Pam","Olson, Eric",0,0,0,"R",NA,0,1
"HOUSE/ND01 CRAMER THE ECONOMY","hou2012","Cramer, Kevin","Gulleson, Pam","Olson, Eric",0,0,0,"R",NA,0,1
"HOUSE/ND01 GULLESON INDEPENDENCE","hou2012","Cramer, Kevin","Gulleson, Pam","Olson, Eric",0,0,0,"R",NA,0,0
"HOUSE/ND01 GULLESON VALUES","hou2012","Cramer, Kevin","Gulleson, Pam","Olson, Eric",0,0,0,"R",NA,0,0
"HOUSE/ND01 GULLESON&NDDP BYRON DORGAN ENDORSEMENT","hou2012","Cramer, Kevin","Gulleson, Pam","Olson, Eric",0,0,0,"R",NA,0,0
"HOUSE/ND01 GULLESON&NDDP CRAMER HAULED INTO COURT","hou2012","Cramer, Kevin","Gulleson, Pam","Olson, Eric",0,0,0,"R",NA,0,0
"HOUSE/NE02 EWING MY PARENTS","hou2012","Terry, Lee","Ewing, John W. Jr.","",1,0,0,"R",NA,0,0
"HOUSE/NE02 EWING OMAHA WORLD-HERALD ENDORSEMENT","hou2012","Terry, Lee","Ewing, John W. Jr.","",1,0,0,"R",NA,0,0
"HOUSE/NE02 TERRY BORROW AND SPEND","hou2012","Terry, Lee","Ewing, John W. Jr.","",1,0,0,"R",NA,1,1
"HOUSE/NE02 TERRY DEBT CLOCK","hou2012","Terry, Lee","Ewing, John W. Jr.","",1,0,0,"R",NA,1,1
"HOUSE/NE02 TERRY EWING OVER SPENDING","hou2012","Terry, Lee","Ewing, John W. Jr.","",1,0,0,"R",NA,1,1
"HOUSE/NE02 TERRY HILL-TERRY LAW","hou2012","Terry, Lee","Ewing, John W. Jr.","",1,0,0,"R",NA,1,1
"HOUSE/NE02 TERRY LET'S LOOK","hou2012","Terry, Lee","Ewing, John W. Jr.","",1,0,0,"R",NA,1,1
"HOUSE/NE02 TERRY PROTECT MEDICARE","hou2012","Terry, Lee","Ewing, John W. Jr.","",1,0,0,"R",NA,1,1
"HOUSE/NE02 TERRY SPENDING","hou2012","Terry, Lee","Ewing, John W. Jr.","",1,0,0,"R",NA,1,1
"HOUSE/NH01 GUINTA SAME OLD CAROL","hou2012","Guinta, Frank C.","SheaPorter, Carol","Kelly, Brendan",1,0,0,"D",NA,1,0
"HOUSE/NH01 GUINTA SHEA-PORTER BETRAYED OUR TRUST","hou2012","Guinta, Frank C.","SheaPorter, Carol","Kelly, Brendan",1,0,0,"D",NA,1,0
"HOUSE/NH01 GUINTA&NRCC VETERANS","hou2012","Guinta, Frank C.","SheaPorter, Carol","Kelly, Brendan",1,0,0,"D",NA,1,0
"HOUSE/NH01 SHEA-PORTER DEBT","hou2012","Guinta, Frank C.","SheaPorter, Carol","Kelly, Brendan",1,0,0,"D",NA,0,1
"HOUSE/NH01 SHEA-PORTER GUINTA CORRUPT","hou2012","Guinta, Frank C.","SheaPorter, Carol","Kelly, Brendan",1,0,0,"D",NA,0,1
"HOUSE/NH01 SHEA-PORTER GUINTA WOULD GUT","hou2012","Guinta, Frank C.","SheaPorter, Carol","Kelly, Brendan",1,0,0,"D",NA,0,1
"HOUSE/NH02 BASS AMERICA FACES REAL CHALLENGES","hou2012","Bass, Charles","Kuster, Ann McLane","Macia, Hardy",1,0,0,"D",NA,1,0
"HOUSE/NH02 BASS ANNIE DANCING","hou2012","Bass, Charles","Kuster, Ann McLane","Macia, Hardy",1,0,0,"D",NA,1,0
"HOUSE/NH02 BASS KUSTER GOT THE GRABS","hou2012","Bass, Charles","Kuster, Ann McLane","Macia, Hardy",1,0,0,"D",NA,1,0
"HOUSE/NH02 BASS KUSTER HAS THE NERVE","hou2012","Bass, Charles","Kuster, Ann McLane","Macia, Hardy",1,0,0,"D",NA,1,0
"HOUSE/NH02 BASS KUSTER STILL RUNNING","hou2012","Bass, Charles","Kuster, Ann McLane","Macia, Hardy",1,0,0,"D",NA,1,0
"HOUSE/NH02 BASS KUSTER WANTS TO RAISE TAXES","hou2012","Bass, Charles","Kuster, Ann McLane","Macia, Hardy",1,0,0,"D",NA,1,0
"HOUSE/NH02 BASS RUN ANNIE RUN","hou2012","Bass, Charles","Kuster, Ann McLane","Macia, Hardy",1,0,0,"D",NA,1,0
"HOUSE/NH02 BASS WOMEN'S ISSUES","hou2012","Bass, Charles","Kuster, Ann McLane","Macia, Hardy",1,0,0,"D",NA,1,0
"HOUSE/NH02 BASS&NRCC RUN ANNIE RUN","hou2012","Bass, Charles","Kuster, Ann McLane","Macia, Hardy",1,0,0,"D",NA,1,0
"HOUSE/NH02 KUSTER BASS DOESN'T GET IT","hou2012","Bass, Charles","Kuster, Ann McLane","Macia, Hardy",1,0,0,"D",NA,0,1
"HOUSE/NH02 KUSTER BASS GETS CAUGHT","hou2012","Bass, Charles","Kuster, Ann McLane","Macia, Hardy",1,0,0,"D",NA,0,1
"HOUSE/NH02 KUSTER BASS HABITAT","hou2012","Bass, Charles","Kuster, Ann McLane","Macia, Hardy",1,0,0,"D",NA,0,1
"HOUSE/NH02 KUSTER BASS SAME OLD POLITICS","hou2012","Bass, Charles","Kuster, Ann McLane","Macia, Hardy",1,0,0,"D",NA,0,1
"HOUSE/NH02 KUSTER REALLY STRUGGLING","hou2012","Bass, Charles","Kuster, Ann McLane","Macia, Hardy",1,0,0,"D",NA,0,1
"HOUSE/NJ03 ADLER BASIC PREVENTIVE HEALTHCARE","hou2012","Runyan, Jon","Adler, Shelley","Forchion, R. Edward",1,0,0,"R",NA,0,0
"HOUSE/NJ03 RUNYAN ADLER TEN MILLION IN NEW SPENDING 15","hou2012","Runyan, Jon","Adler, Shelley","Forchion, R. Edward",1,0,0,"R",NA,1,1
"HOUSE/NJ03 RUNYAN ADLER VOTED TO INCREASE PROPERTY TAXES 15","hou2012","Runyan, Jon","Adler, Shelley","Forchion, R. Edward",1,0,0,"R",NA,1,1
"HOUSE/NJ03 RUNYAN GROUPS AGREE ON ONE THING","hou2012","Runyan, Jon","Adler, Shelley","Forchion, R. Edward",1,0,0,"R",NA,1,1
"HOUSE/NM01 ARNOLD-JONES LUJAN-GRISHAM WILL SAY ANYTHING","hou2012","ArnoldJones, Janice E.","Grisham, Michelle Lujan","Pahls, Jeanne",0,0,0,"D",NA,0,0
"HOUSE/NM01 ARNOLD-JONES PUBLIC SERVICE","hou2012","ArnoldJones, Janice E.","Grisham, Michelle Lujan","Pahls, Jeanne",0,0,0,"D",NA,0,0
"HOUSE/NM01 ARNOLD-JONES SACRED PROMISE","hou2012","ArnoldJones, Janice E.","Grisham, Michelle Lujan","Pahls, Jeanne",0,0,0,"D",NA,0,0
"HOUSE/NM01 ARNOLD-JONES THE AMERICA WE ALL BELIEVE IN","hou2012","ArnoldJones, Janice E.","Grisham, Michelle Lujan","Pahls, Jeanne",0,0,0,"D",NA,0,0
"HOUSE/NM01 ARNOLD-JONES THE AMERICA WE ALL BELIEVE IN REV","hou2012","ArnoldJones, Janice E.","Grisham, Michelle Lujan","Pahls, Jeanne",0,0,0,"D",NA,0,0
"HOUSE/NM01 ARNOLD-JONES THE AMERICA WE ALL BELIEVE IN REV 2","hou2012","ArnoldJones, Janice E.","Grisham, Michelle Lujan","Pahls, Jeanne",0,0,0,"D",NA,0,0
"HOUSE/NM01 LUJAN-GRISHAM THE VOTES ARE IN","hou2012","ArnoldJones, Janice E.","Grisham, Michelle Lujan","Pahls, Jeanne",0,0,0,"D",NA,0,1
"HOUSE/NM01 LUJAN-GRISHAM TRACE","hou2012","ArnoldJones, Janice E.","Grisham, Michelle Lujan","Pahls, Jeanne",0,0,0,"D",NA,0,1
"HOUSE/NM01 LUJAN-GRISHAM WOMEN'S OWN DECISIONS","hou2012","ArnoldJones, Janice E.","Grisham, Michelle Lujan","Pahls, Jeanne",0,0,0,"D",NA,0,1
"HOUSE/NM02 PEARCE OUR VETERANS WHERE THERE FOR US","hou2012","Pearce, Steve","Erhard, Evelyn Madrid","McGrann, Jack",1,0,0,"R",NA,1,1
"HOUSE/NM02 PEARCE UNEMPLOYED TRAPPED STRUGGLING","hou2012","Pearce, Steve","Erhard, Evelyn Madrid","McGrann, Jack",1,0,0,"R",NA,1,1
"HOUSE/NM03 BYRD BIO","hou2012","Byrd, Jefferson L.","Lujan, Ben Ray","",0,1,0,"D",NA,0,0
"HOUSE/NM03 BYRD WE GIVE EVERYTHING WE HAVE","hou2012","Byrd, Jefferson L.","Lujan, Ben Ray","",0,1,0,"D",NA,0,0
"HOUSE/NV01 VAUGHAN MURDER THE UNBORN","hou2012","Edwards, Chris","Titus, Dina","Pojunis, William Bill",0,0,0,"D",NA,0,0
"HOUSE/NV02 BEST MURDER THE UNBORN","hou2012","Amodei, Mark","Koepnick, Samuel","Haines, Michael L.",1,0,0,"R",NA,0,0
"HOUSE/NV02 BEST MURDER THE UNBORN REV","hou2012","Amodei, Mark","Koepnick, Samuel","Haines, Michael L.",1,0,0,"R",NA,0,0
"HOUSE/NV03 HECK ABSOLUTE BEST","hou2012","Heck, Joe","Oceguera, John","Murphy, Jim",1,0,0,"R",NA,1,1
"HOUSE/NV03 HECK HOMES","hou2012","Heck, Joe","Oceguera, John","Murphy, Jim",1,0,0,"R",NA,1,1
"HOUSE/NV03 HECK LISA IN MY FIRST MARRIAGE","hou2012","Heck, Joe","Oceguera, John","Murphy, Jim",1,0,0,"R",NA,1,1
"HOUSE/NV03 HECK MEDICARE","hou2012","Heck, Joe","Oceguera, John","Murphy, Jim",1,0,0,"R",NA,1,1
"HOUSE/NV03 HECK OCEGUERA ATTACK AD","hou2012","Heck, Joe","Oceguera, John","Murphy, Jim",1,0,0,"R",NA,1,1
"HOUSE/NV03 HECK OCEGUERA NO SHAME","hou2012","Heck, Joe","Oceguera, John","Murphy, Jim",1,0,0,"R",NA,1,1
"HOUSE/NV03 HECK OCEGUERA SINKS EVEN LOWER","hou2012","Heck, Joe","Oceguera, John","Murphy, Jim",1,0,0,"R",NA,1,1
"HOUSE/NV03 HECK TIMES OF CRISIS","hou2012","Heck, Joe","Oceguera, John","Murphy, Jim",1,0,0,"R",NA,1,1
"HOUSE/NV03 OCEGUERA CHAMPION","hou2012","Heck, Joe","Oceguera, John","Murphy, Jim",1,0,0,"R",NA,0,0
"HOUSE/NV03 OCEGUERA FEAR IN THEIR EYES","hou2012","Heck, Joe","Oceguera, John","Murphy, Jim",1,0,0,"R",NA,0,0
"HOUSE/NV03 OCEGUERA HECK GOT IT BACKWARDS","hou2012","Heck, Joe","Oceguera, John","Murphy, Jim",1,0,0,"R",NA,0,0
"HOUSE/NV03 OCEGUERA&DCCC GOT YOUR BACK","hou2012","Heck, Joe","Oceguera, John","Murphy, Jim",1,0,0,"R",NA,0,0
"HOUSE/NV04 HORSFORD DRIVE","hou2012","Tarkanian, Danny","Horsford, Steven A.","Fitzgibbons, Floyd",0,0,0,"D",NA,0,1
"HOUSE/NV04 HORSFORD&DCCC BACK TO WORK","hou2012","Tarkanian, Danny","Horsford, Steven A.","Fitzgibbons, Floyd",0,0,0,"D",NA,0,1
"HOUSE/NV04 HORSFORD&DCCC KNOW WHAT NEEDS TO BE DONE","hou2012","Tarkanian, Danny","Horsford, Steven A.","Fitzgibbons, Floyd",0,0,0,"D",NA,0,1
"HOUSE/NV04 HORSFORD&DCCC OVERCOMING ADVERSITY","hou2012","Tarkanian, Danny","Horsford, Steven A.","Fitzgibbons, Floyd",0,0,0,"D",NA,0,1
"HOUSE/NV04 HORSFORD&DCCC TARKANIAN CRAZY RADICALS","hou2012","Tarkanian, Danny","Horsford, Steven A.","Fitzgibbons, Floyd",0,0,0,"D",NA,0,1
"HOUSE/NV04 HORSFORD&DCCC TARKANIAN HIDING","hou2012","Tarkanian, Danny","Horsford, Steven A.","Fitzgibbons, Floyd",0,0,0,"D",NA,0,1
"HOUSE/NV04 TARKANIAN KNOWS HOW TO","hou2012","Tarkanian, Danny","Horsford, Steven A.","Fitzgibbons, Floyd",0,0,0,"D",NA,0,0
"HOUSE/NV04 TARKANIAN KNOWS WHO WE ARE","hou2012","Tarkanian, Danny","Horsford, Steven A.","Fitzgibbons, Floyd",0,0,0,"D",NA,0,0
"HOUSE/NV04 TARKANIAN WE'VE ALL HEARD THE EMPTY PROMISES","hou2012","Tarkanian, Danny","Horsford, Steven A.","Fitzgibbons, Floyd",0,0,0,"D",NA,0,0
"HOUSE/NY01 BISHOP ALTSCHULER WHAT'S IT ALL ABOUT","hou2012","Altschuler, Randy","Bishop, Timothy H.","",0,1,0,"D",NA,1,1
"HOUSE/NY01 BISHOP BROOKHAVEN NATIONAL LABORATORY","hou2012","Altschuler, Randy","Bishop, Timothy H.","",0,1,0,"D",NA,1,1
"HOUSE/NY01 BISHOP DESPICABLE","hou2012","Altschuler, Randy","Bishop, Timothy H.","",0,1,0,"D",NA,1,1
"HOUSE/NY04 MCCARTHY SHE KNOWS","hou2012","Becker, Francis X. Jr.","McCarthy, Carolyn","Scaturro, Frank",0,1,0,"D",NA,1,1
"HOUSE/NY18 MALONEY BUILT A BUSINESS 15","hou2012","Hayworth, Nan","Maloney, Sean","",1,0,0,"D",NA,0,1
"HOUSE/NY18 MALONEY HAYWORTH RADICAL RECORD","hou2012","Hayworth, Nan","Maloney, Sean","",1,0,0,"D",NA,0,1
"HOUSE/NY18 MALONEY HAYWORTH WORKS FOR TEA PARTY EXTREMISTS","hou2012","Hayworth, Nan","Maloney, Sean","",1,0,0,"D",NA,0,1
"HOUSE/NY18 MALONEY&DCCC HAYWORTH WORKS FOR TEA PARTY EXTREMISTS","hou2012","Hayworth, Nan","Maloney, Sean","",1,0,0,"D",NA,0,1
"HOUSE/NY19 GIBSON SCHREIBMAN'S CAMPAIGN MISLEADING","hou2012","Gibson, Christopher P.","Schreibman, Julian","",1,0,0,"R",NA,1,1
"HOUSE/NY19 GIBSON SERVE","hou2012","Gibson, Christopher P.","Schreibman, Julian","",1,0,0,"R",NA,1,1
"HOUSE/NY19 GIBSON SERVE 60","hou2012","Gibson, Christopher P.","Schreibman, Julian","",1,0,0,"R",NA,1,1
"HOUSE/NY19 GIBSON TRUST","hou2012","Gibson, Christopher P.","Schreibman, Julian","",1,0,0,"R",NA,1,1
"HOUSE/NY19 GIBSON VISITING LOCAL BUSINESSES","hou2012","Gibson, Christopher P.","Schreibman, Julian","",1,0,0,"R",NA,1,1
"HOUSE/NY19 GIBSON&NRCC LIE OF THE YEAR","hou2012","Gibson, Christopher P.","Schreibman, Julian","",1,0,0,"R",NA,1,1
"HOUSE/NY19 SCHREIBMAN GIBSON YOU AND YOUR PALS","hou2012","Gibson, Christopher P.","Schreibman, Julian","",1,0,0,"R",NA,0,0
"HOUSE/NY19 SCHREIBMAN SOMETIMES YOU HAVE TO SPEAK UP","hou2012","Gibson, Christopher P.","Schreibman, Julian","",1,0,0,"R",NA,0,0
"HOUSE/NY19 SCHREIBMAN&DCCC GIBSON AGAINST RIGHT TO CHOOSE","hou2012","Gibson, Christopher P.","Schreibman, Julian","",1,0,0,"R",NA,0,0
"HOUSE/NY19 SCHREIBMAN&DCCC THIS IS","hou2012","Gibson, Christopher P.","Schreibman, Julian","",1,0,0,"R",NA,0,0
"HOUSE/NY20 DIETERICH FRUSTRATED","hou2012","Dieterich, Robert","Tonko, Paul D.","",0,1,0,"D",NA,0,0
"HOUSE/NY20 TONKO SAME STREET","hou2012","Dieterich, Robert","Tonko, Paul D.","",0,1,0,"D",NA,1,1
"HOUSE/NY21 DOHENY FIGHTING FOR JOBS","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,0,0
"HOUSE/NY21 DOHENY OWENS FAILED TO OBEY","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,0,0
"HOUSE/NY21 DOHENY OWENS ISLANDS","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,0,0
"HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,0,0
"HOUSE/NY21 DOHENY OWENS PELOSI OBAMA","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,0,0
"HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,0,0
"HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,0,0
"HOUSE/NY21 DOHENY VALUES","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,0,0
"HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,1,1
"HOUSE/NY21 OWENS CREATE NEW ONES","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,1,1
"HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,1,1
"HOUSE/NY21 OWENS IT'S ALL ONLINE","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,1,1
"HOUSE/NY21 OWENS REGULATIONS","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,1,1
"HOUSE/NY21 OWENS TALE OF FOUR ISLANDS","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,1,1
"HOUSE/NY21 OWENS TRIP TO TAIWAN","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,1,1
"HOUSE/NY21 OWENS WASTE IN WASHINGTON","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,1,1
"HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS","hou2012","Doheny, Matthew A.","Owens, William L.","Hassig, Donald",0,1,0,"D",NA,1,1
"HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE","hou2012","Hanna, Richard L.","Lamb, Dan","",1,0,0,"R",NA,1,1
"HOUSE/NY22 LAMB HYDROFRACKING TOXIC CHEMICALS","hou2012","Hanna, Richard L.","Lamb, Dan","",1,0,0,"R",NA,0,0
"HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE","hou2012","Hanna, Richard L.","Lamb, Dan","",1,0,0,"R",NA,0,0
"HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES","hou2012","Reed, Thomas W. II","Shinagawa, Nate","",1,0,0,"R",NA,0,0
"HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY","hou2012","Reed, Thomas W. II","Shinagawa, Nate","",1,0,0,"R",NA,0,0
"HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV","hou2012","Reed, Thomas W. II","Shinagawa, Nate","",1,0,0,"R",NA,0,0
"HOUSE/NY24 BUERKLE DC DAN MAFFEI","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,1,0
"HOUSE/NY24 BUERKLE FAMILY NOT HERE","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,1,0
"HOUSE/NY24 BUERKLE MAFFEI SHAMELESS","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,1,0
"HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,1,0
"HOUSE/NY24 BUERKLE MEDICARE IS PERSONAL","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,1,0
"HOUSE/NY24 BUERKLE SICK OF ATTACKS","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,1,0
"HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,1,0
"HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,1,0
"HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,0,1
"HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,0,1
"HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,0,1
"HOUSE/NY24 MAFFEI DRAW A LINE","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,0,1
"HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,0,1
"HOUSE/NY24 MAFFEI HAD OUR BACK","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,0,1
"HOUSE/NY24 MAFFEI LISTEN","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,0,1
"HOUSE/NY24 MAFFEI&DCCC SEE","hou2012","Buerkle, Ann Marie","Maffei, Daniel B.","Rozum, Ursula E.",1,0,0,"D",NA,0,1
"HOUSE/NY25 BROOKS COULDN'T BE MORE DIFFERENT","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,0,0
"HOUSE/NY25 BROOKS NOTHING'S MORE IMPORTANT","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,0,0
"HOUSE/NY25 BROOKS SLAUGHTER FOUND GUILTY","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,0,0
"HOUSE/NY25 BROOKS SLAUGHTER THINKS SHE'S ENTITLED","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,0,0
"HOUSE/NY25 BROOKS SLAUGHTER TWICE FOUND GUILTY","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,0,0
"HOUSE/NY25 BROOKS SLAUGHTER'S CHANGED","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,0,0
"HOUSE/NY25 BROOKS THE MIDDLE CLASS STRUGGLES","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,0,0
"HOUSE/NY25 BROOKS&NRCC COULDN'T BE MORE DIFFERENT","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,0,0
"HOUSE/NY25 MAFFEI BUERKLE ABOLISH","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,1,1
"HOUSE/NY25 MAFFEI BUERKLE STACKED","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,1,1
